"","season","week","order","contestant","song","artist","song_theme","result"
"1524","Season_12","20130227_las_vegas_girls_perform_2",2,"Candice Glover","(You Make Me Feel Like) A Natural Woman","Aretha Franklin",NA,"Advanced"
"1525","Season_12","20130227_las_vegas_girls_perform_2",3,"Juliana Chahayed","Skyscraper","Demi Lovato",NA,"Eliminated"
"1526","Season_12","20130227_las_vegas_girls_perform_2",4,"Jett Hermano","Only Girl","in the World",NA,"Eliminated"
"1527","Season_12","20130227_las_vegas_girls_perform_2",5,"Cristabel Clack","No One","Queens of the Stone Age",NA,"Eliminated"
"1528","Season_12","20130227_las_vegas_girls_perform_2",6,"Aubrey Cleland","Sweet Dreams","Eurythmics,Annie Lennox,Dave Stewart",NA,"Advanced"
"1529","Season_12","20130227_las_vegas_girls_perform_2",7,"Rachel Hale","Nothing but the Water","Grace Potter & The Nocturnals",NA,"Eliminated"
"1530","Season_12","20130227_las_vegas_girls_perform_2",8,"Breanna Steer","Bust Your Windows","Jazmine Sullivan",NA,"Advanced"
"1531","Season_12","20130227_las_vegas_girls_perform_2",9,"Janelle Arthur","Just a Kiss","Lady A",NA,"Advanced"
"1532","Season_12","20130227_las_vegas_girls_perform_2",10,"Zoanette Johnson","Circle of Life","Carmen Twillie,Lebo M.",NA,"Advanced"
"1533","Season_12","20130228_las_vegas_guys_perform_2",1,"Mathenee Treco","A Little Less Conversation","Elvis Presley,Junkie XL",NA,"Eliminated"
"1534","Season_12","20130228_las_vegas_guys_perform_2",2,"Gurpreet Singh Sarin","Nothing Ever Hurt Like You","James Morrison",NA,"Eliminated"
"1535","Season_12","20130228_las_vegas_guys_perform_2",3,"Vincent Powell","Cause I Love You","Lenny Williams",NA,"Advanced"
"1536","Season_12","20130228_las_vegas_guys_perform_2",4,"Nick Boddington","Say Something Now","Timbaland,Drake",NA,"Advanced"
"1537","Season_12","20130228_las_vegas_guys_perform_2",5,"Josh Holiday","I'm Better with You","3LAU,Justin Caruso,Iselin",NA,"Eliminated"
"1538","Season_12","20130228_las_vegas_guys_perform_2",6,"David Oliver Willis","Fever","The Black Keys",NA,"Eliminated"
"1539","Season_12","20130228_las_vegas_guys_perform_2",7,"Bryant Tadeo","New York State of Mind","Billy Joel",NA,"Eliminated"
"1540","Season_12","20130228_las_vegas_guys_perform_2",8,"Burnell Taylor","This Time","Glee Cast",NA,"Advanced"
"1541","Season_12","20130228_las_vegas_guys_perform_2",9,"Lazaro Arbos","Tonight I Wanna Cry","Keith Urban",NA,"Advanced"
"1542","Season_12","20130228_las_vegas_guys_perform_2",10,"Cortez Shaw","Titanium","Chloe Welch",NA,"Advanced"
"1543","Season_12","20130305_semifinalists_girls_perform",1,"Zoanette Johnson","What's Love Got to Do with It","Tina Turner",NA,"Eliminated"
"1544","Season_12","20130305_semifinalists_girls_perform",2,"Breanna Steer","Flaws and All","Beyoncé",NA,"Eliminated"
"1545","Season_12","20130305_semifinalists_girls_perform",3,"Aubrey Cleland","Big Girls Don't Cry","Frankie Valli & The Four Seasons",NA,"Eliminated (6th)"
"1546","Season_12","20130305_semifinalists_girls_perform",4,"Janelle Arthur","If I Can Dream","Elvis Presley",NA,"Advanced"
"1547","Season_12","20130305_semifinalists_girls_perform",5,"Tenna Torres","Lost","Frank Ocean",NA,"Eliminated"
"1548","Season_12","20130305_semifinalists_girls_perform",6,"Angie Miller","Never Gone","Fleetwood Mac",NA,"Advanced"
"1549","Season_12","20130305_semifinalists_girls_perform",7,"Amber Holcomb","I Believe in You and Me","Don Williams",NA,"Advanced"
"1550","Season_12","20130305_semifinalists_girls_perform",8,"Kree Harrison'","Stronger","Kanye West",NA,"Advanced"
"1551","Season_12","20130305_semifinalists_girls_perform",9,"Adriana Latonio","Stand Up for Love","Ludacris,Shawnna",NA,"Eliminated"
"1552","Season_12","20130305_semifinalists_girls_perform",10,"Candice Glover","Ordinary People","John Legend",NA,"Advanced"
"1553","Season_12","20130306_semifinalists_boys_perform",1,"Elijah Liu","Stay","Rihanna,Mikky Ekko",NA,"Eliminated"
"1554","Season_12","20130306_semifinalists_boys_perform",2,"Cortez Shaw","Locked Out of Heaven","Bruno Mars",NA,"Eliminated"
"1555","Season_12","20130306_semifinalists_boys_perform",3,"Charlie Askew","Mama","My Chemical Romance",NA,"Eliminated (6th)"
"1556","Season_12","20130306_semifinalists_boys_perform",4,"Nick Boddington","Iris","The Goo Goo Dolls",NA,"Eliminated"
"1557","Season_12","20130306_semifinalists_boys_perform",5,"Burnell Taylor","I'm Here","SEGA SOUND TEAM,Tomoya Ohtani,Merry Kirk-Holmes",NA,"Advanced"
"1558","Season_12","20130306_semifinalists_boys_perform",6,"Paul Jolley","Just a Fool","Christina Aguilera,Blake Shelton",NA,"Advanced"
"1559","Season_12","20130306_semifinalists_boys_perform",7,"Lazaro Arbos","Feeling Good","Michael Bublé",NA,"Advanced"
"1560","Season_12","20130306_semifinalists_boys_perform",8,"Curtis Finch, Jr.","I Believe I Can Fly","R. Kelly",NA,"Advanced"
"1561","Season_12","20130306_semifinalists_boys_perform",9,"Devin Velez","Somos Novios","It's Impossible",NA,"Advanced"
"1562","Season_12","20130306_semifinalists_boys_perform",10,"Vincent Powell","End of the Road","Boyz II Men",NA,"Eliminated"
"1563","Season_12","20130307_finalists_chosen",1,"Paul Jolley","Alone","Jimin",NA,NA
"1564","Season_12","20130307_finalists_chosen",2,"Burnell Taylor","Ready for Love","BLACKPINK",NA,NA
"1565","Season_12","20130307_finalists_chosen",3,"Curtis Finch, Jr.","So High","Doja Cat",NA,NA
"1566","Season_12","20130307_finalists_chosen",4,"Devin Velez","The Power of One","Change the World",NA,NA
"1567","Season_12","20130307_finalists_chosen",5,"Lazaro Arbos","Bridge over Troubled Water","Simon & Garfunkel",NA,NA
"1568","Season_12","20130307_finalists_chosen",6,"Janelle Arthur","Home","Edward Sharpe & The Magnetic Zeros",NA,NA
"1569","Season_12","20130307_finalists_chosen",7,"Candice Glover","I'm Going Down","Rose Royce",NA,NA
"1570","Season_12","20130307_finalists_chosen",8,"Angie Miller","I Was Here","Beyoncé",NA,NA
"1571","Season_12","20130307_finalists_chosen",9,"Amber Holcomb","I'm Every Woman","Chaka Khan",NA,NA
"1572","Season_12","20130307_finalists_chosen",10,"Kree Harrison","Evidence","Josh Baldwin",NA,NA
"1573","Season_12","20130313_top_10_perform",1,"Curtis Finch, Jr.","I Believe","The Darkness","Fantasia Barrino","Eliminated"
"1574","Season_12","20130313_top_10_perform",2,"Janelle Arthur","Gone","ROSÉ","Scotty Mccreery","6th"
"1575","Season_12","20130313_top_10_perform",3,"Devin Velez","Temporary Home","Carrie Underwood","Carrie Underwood","9th"
"1576","Season_12","20130313_top_10_perform",4,"Angie Miller","I Surrender","Hillsong Worship,Matt Crocker","Kelly Clarkson","Top three"
"1577","Season_12","20130313_top_10_perform",5,"Paul Jolley","Amazed","Lonestar","Scotty Mccreery","8th"
"1578","Season_12","20130313_top_10_perform",6,"Candice Glover","I","Who Have Nothing","Jordin Sparks","Top three"
"1579","Season_12","20130313_top_10_perform",7,"Lazaro Arbos","Breakaway","Kelly Clarkson","Kelly Clarkson","4th"
"1580","Season_12","20130313_top_10_perform",8,"Kree Harrison","Crying","Roy Orbison","Carrie Underwood","Top three"
"1581","Season_12","20130313_top_10_perform",9,"Burnell Taylor","Flying Without Wings","Westlife","Ruben Studdard","7th"
"1582","Season_12","20130313_top_10_perform",10,"Amber Holcomb","A Moment Like This","Kelly Clarkson","Kelly Clarkson","5th"
"1583","Season_12","20130320_top_9_perform",1,"Kree Harrison","With a Little Help from My Friends","The Beatles",NA,"Safe"
"1584","Season_12","20130320_top_9_perform",2,"Burnell Taylor","Let It Be","The Beatles",NA,"Safe"
"1585","Season_12","20130320_top_9_perform",3,"Amber Holcomb","She's Leaving Home","The Beatles",NA,"Bottom three"
"1586","Season_12","20130320_top_9_perform",4,"Lazaro Arbos","In My Life","The Beatles",NA,"Safe"
"1587","Season_12","20130320_top_9_perform",5,"Candice Glover","Come Together","The Beatles",NA,"Safe"
"1588","Season_12","20130320_top_9_perform",6,"Paul Jolley","Eleanor Rigby","The Beatles",NA,"Eliminated"
"1589","Season_12","20130320_top_9_perform",7,"Angie Miller","Yesterday","David Schultz",NA,"Safe"
"1590","Season_12","20130320_top_9_perform",8,"Devin Velez","The Long and Winding Road","The Beatles",NA,"Bottom three"
"1591","Season_12","20130320_top_9_perform",9,"Janelle Arthur","I Will","Gloria Gaynor",NA,"Safe"
"1592","Season_12","20130327_top_8_perform",1,"Candice Glover","I Heard It Through the Grapevine","Marvin Gaye",NA,"Safe"
"1593","Season_12","20130327_top_8_perform",2,"Janelle Arthur","Like a Prayer","Madonna",NA,"Safe"
"1594","Season_12","20130327_top_8_perform",2,"Kree Harrison","Like a Prayer","Madonna",NA,"Safe"
"1595","Season_12","20130327_top_8_perform",3,"Lazaro Arbos","For Once in My Life","Stevie Wonder",NA,"Bottom three"
"1596","Season_12","20130327_top_8_perform",4,"Janelle Arthur","You Keep Me Hangin' On","The Supremes",NA,"Safe"
"1597","Season_12","20130327_top_8_perform",5,"Devin Velez","The Tracks of My Tears","Smokey Robinson & The Miracles",NA,"Eliminated"
"1598","Season_12","20130327_top_8_perform",6,"Candice Glover","I'm Gonna Make You Love Me","Diana Ross & The Supremes,The Temptations",NA,"Safe"
"1599","Season_12","20130327_top_8_perform",6,"Angie Miller","I'm Gonna Make You Love Me","Diana Ross & The Supremes,The Temptations",NA,"Safe"
"1600","Season_12","20130327_top_8_perform",6,"Amber Holcomb","I'm Gonna Make You Love Me","Diana Ross & The Supremes,The Temptations",NA,"Safe"
"1601","Season_12","20130327_top_8_perform",7,"Burnell Taylor","My Cherie Amour","Stevie Wonder",NA,"Bottom three"
"1602","Season_12","20130327_top_8_perform",8,"Angie Miller","Shop Around","The Miracles",NA,"Safe"
"1603","Season_12","20130327_top_8_perform",9,"Amber Holcomb","Lately","Mike Sherm",NA,"Safe"
"1604","Season_12","20130327_top_8_perform",10,"Lazaro Arbos","I Can't Help Myself","Sugar Pie Honey Bunch",NA,"Bottom three"
"1605","Season_12","20130327_top_8_perform",10,"Devin Velez","I Can't Help Myself","Sugar Pie Honey Bunch",NA,"Eliminated"
"1606","Season_12","20130327_top_8_perform",10,"Burnell Taylor","I Can't Help Myself","Sugar Pie Honey Bunch",NA,"Bottom three"
"1607","Season_12","20130327_top_8_perform",11,"Kree Harrison","Don't Play That Song","You Lied",NA,"Safe"
"1608","Season_12","20130403_top_7_perform",1,"Burnell Taylor","You Give Love a Bad Name","Bon Jovi","Rock Song","Eliminated"
"1609","Season_12","20130403_top_7_perform",2,"Lazaro Arbos","Crazy Little Thing Called Love","Queen","Duet Song","Top three"
"1610","Season_12","20130403_top_7_perform",2,"Angie Miller","Crazy Little Thing Called Love","Queen","Duet Song","Top three"
"1611","Season_12","20130403_top_7_perform",3,"Kree Harrison","Piece of My Heart","Big Brother & The Holding Company,Janis Joplin","Rock Song","Top three"
"1612","Season_12","20130403_top_7_perform",4,"Burnell Taylor","The Letter","The Box Tops","Duet Song","Eliminated"
"1613","Season_12","20130403_top_7_perform",4,"Candice Glover","The Letter","The Box Tops","Duet Song","Safe"
"1614","Season_12","20130403_top_7_perform",5,"Janelle Arthur","You May Be Right","Billy Joel","Rock Song","Bottom two"
"1615","Season_12","20130403_top_7_perform",6,"Lazaro Arbos","We Are the Champions","Queen","Rock Song","Top three"
"1616","Season_12","20130403_top_7_perform",7,"Kree Harrison","It's Still Rock and Roll to Me","Billy Joel","Duet Song","Top three"
"1617","Season_12","20130403_top_7_perform",7,"Janelle Arthur","It's Still Rock and Roll to Me","Billy Joel","Duet Song","Bottom two"
"1618","Season_12","20130403_top_7_perform",7,"Amber Holcomb","It's Still Rock and Roll to Me","Billy Joel","Duet Song","Safe"
"1619","Season_12","20130403_top_7_perform",8,"Candice Glover","(I Can't Get No) Satisfaction","The Rolling Stones","Rock Song","Safe"
"1620","Season_12","20130403_top_7_perform",9,"Amber Holcomb","What About Love","Heart","Rock Song","Safe"
"1621","Season_12","20130403_top_7_perform",10,"Angie Miller","Bring Me to Life","Evanescence","Rock Song","Top three"
"1622","Season_12","20130410_top_6_perform",1,"Angie Miller","Anyone Who Had a Heart","Irma Thomas","Burt Bacharach And Hal David Song","Safe"
"1623","Season_12","20130410_top_6_perform",2,"Amber Holcomb","I Say a Little Prayer","Aretha Franklin","Burt Bacharach And Hal David Song","Safe"
"1624","Season_12","20130410_top_6_perform",3,"Lazaro Arbos","(They Long to Be) Close to You","Carpenters","Burt Bacharach And Hal David Song","Eliminated"
"1625","Season_12","20130410_top_6_perform",4,"Kree Harrison","What the World Needs Now Is Love","Jackie DeShannon","Burt Bacharach And Hal David Song","Top two"
"1626","Season_12","20130410_top_6_perform",5,"Janelle Arthur","I'll Never Fall in Love Again","Dionne Warwick","Burt Bacharach And Hal David Song","Safe"
"1627","Season_12","20130410_top_6_perform",6,"Candice Glover","Don't Make Me Over","Dionne Warwick","Burt Bacharach And Hal David Song","Top two"
"1628","Season_12","20130410_top_6_perform",7,"Angie Miller","Love Came Down","Kari Jobe","Wish Song","Safe"
"1629","Season_12","20130410_top_6_perform",8,"Amber Holcomb","Love on Top","Beyoncé","Wish Song","Safe"
"1630","Season_12","20130410_top_6_perform",9,"Lazaro Arbos","Angels","Thomas Rhett","Wish Song","Eliminated"
"1631","Season_12","20130410_top_6_perform",10,"Kree Harrison","Help Me Make It Through the Night","Kris Kristofferson","Wish Song","Top two"
"1632","Season_12","20130410_top_6_perform",11,"Janelle Arthur","The Dance","Brooks Jefferson","Wish Song","Safe"
"1633","Season_12","20130410_top_6_perform",12,"Candice Glover","Lovesong","The Cure","Wish Song","Top two"
"1634","Season_12","20130417_top_5_perform",1,"Candice Glover","Straight Up","Paula Abdul","Birth Year Songs","Safe"
"1635","Season_12","20130417_top_5_perform",2,"Janelle Arthur","When I Call Your Name","Vince Gill","Birth Year Songs","Eliminated"
"1636","Season_12","20130417_top_5_perform",3,"Kree Harrison","She Talks to Angels","The Black Crowes","Birth Year Songs","Safe"
"1637","Season_12","20130417_top_5_perform",4,"Angie Miller","I'll Stand by You","Pretenders","Birth Year Songs","Safe"
"1638","Season_12","20130417_top_5_perform",5,"Amber Holcomb","Without You","Lana Del Rey","Birth Year Songs","Safe"
"1639","Season_12","20130417_top_5_perform",6,"Candice Glover","When You Believe","Michelle Pfeiffer,Sally Dworsky","Diva Song","Safe"
"1640","Season_12","20130417_top_5_perform",7,"Janelle Arthur","Dumb Blonde","Dolly Parton","Diva Song","Eliminated"
"1641","Season_12","20130417_top_5_perform",8,"Kree Harrison","Have You Ever Been in Love","Brandy","Diva Song","Safe"
"1642","Season_12","20130417_top_5_perform",9,"Angie Miller","Halo","Beyoncé","Diva Song","Safe"
"1643","Season_12","20130417_top_5_perform",10,"Amber Holcomb","What Are You Doing the Rest of Your Life?","Frank Sinatra","Diva Song","Safe"
"1644","Season_12","20130424_top_4_perform",1,"Amber Holcomb","The Power of Love","Jennifer Rush","Contestant Choice","Bottom two"
"1645","Season_12","20130424_top_4_perform",2,"Candice Glover","Find Your Love","Drake","Contestant Choice","Bottom two"
"1646","Season_12","20130424_top_4_perform",3,"Kree Harrison","It Hurt So Bad","John Mellencamp","Contestant Choice","Safe"
"1647","Season_12","20130424_top_4_perform",4,"Angie Miller","Who You Are","Jessie J","Contestant Choice","Safe"
"1648","Season_12","20130424_top_4_perform",5,"Amber Holcomb","Rumour Has It","Adele","Duet Partner","Bottom two"
"1649","Season_12","20130424_top_4_perform",5,"Kree Harrison","Rumour Has It","Adele","Duet Partner","Safe"
"1650","Season_12","20130424_top_4_perform",6,"Candice Glover","Stay","Rihanna","Duet Partner","Bottom two"
"1651","Season_12","20130424_top_4_perform",6,"Angie Miller","Stay","Rihanna","Duet Partner","Safe"
"1652","Season_12","20130424_top_4_perform",7,"Amber Holcomb","MacArthur Park","Richard Harris","One Hit Wonders","Bottom two"
"1653","Season_12","20130424_top_4_perform",8,"Candice Glover","Emotion","Sanna Aalto","One Hit Wonders","Bottom two"
"1654","Season_12","20130424_top_4_perform",9,"Kree Harrison","A Whiter Shade of Pale","Procol Harum","One Hit Wonders","Safe"
"1655","Season_12","20130424_top_4_perform",10,"Angie Miller","Cry Me a River","Julie London","One Hit Wonders","Safe"
"1656","Season_12","20130501_top_4_redux_perform",1,"Angie Miller","Diamonds","Rihanna","2013 Hit Song","Safe"
"1657","Season_12","20130501_top_4_redux_perform",2,"Amber Holcomb","Just Give Me a Reason","P!nk,Nate Ruess","2013 Hit Song","Eliminated"
"1658","Season_12","20130501_top_4_redux_perform",3,"Candice Glover","When I Was Your Man","Bruno Mars","2013 Hit Song","Safe"
"1659","Season_12","20130501_top_4_redux_perform",4,"Kree Harrison","See You Again","Wiz Khalifa,Charlie Puth","2013 Hit Song","Safe"
"1660","Season_12","20130501_top_4_redux_perform",5,"Angie Miller","Someone to Watch Over Me","Ella Fitzgerald",NA,"Safe"
"1661","Season_12","20130501_top_4_redux_perform",6,"Amber Holcomb","My Funny Valentine","Frank Sinatra",NA,"Eliminated"
"1662","Season_12","20130501_top_4_redux_perform",7,"Candice Glover","You've Changed","Keyshia Cole",NA,"Safe"
"1663","Season_12","20130501_top_4_redux_perform",8,"Kree Harrison","Stormy Weather","Etta James",NA,"Safe"
"1664","Season_12","20130508_top_3_perform",1,"Kree Harrison","Fuckin' Perfect","P!nk","Mentor Choice","Safe"
"1665","Season_12","20130508_top_3_perform",2,"Candice Glover","One","U2","Mentor Choice","Safe"
"1666","Season_12","20130508_top_3_perform",3,"Angie Miller","Sorry Seems to Be the Hardest Word","Elton John","Mentor Choice","Third place"
"1667","Season_12","20130508_top_3_perform",4,"Candice Glover","Next to Me","Jordan Feliz","Judges Choice","Safe"
"1668","Season_12","20130508_top_3_perform",5,"Angie Miller","Try","P!nk","Judges Choice","Third place"
"1669","Season_12","20130508_top_3_perform",6,"Kree Harrison","Here Comes Goodbye","Rascal Flatts","Judges Choice","Safe"
"1670","Season_12","20130508_top_3_perform",7,"Angie Miller","Maybe","The Ink Spots","Producers Choice","Third place"
